id,price
0,10.222235424314565
1,7.407235814182516
2,8.278827359336786
3,8.022074930303809
4,7.47076920502263
5,6.476928015574943
6,8.540266435553166
7,7.500895331980049
8,8.314401671292892
9,7.302829827054951
10,7.979950386929715
11,6.901985188341146
12,7.330389350833323
13,8.542150468916242
14,8.399020458090051
15,7.77535721306529
16,9.19156502028213
17,7.953812184783963
18,7.316084830153781
19,6.490009497201533
20,7.05995452066808
21,10.048036116536602
22,6.4484751536906675
23,7.972787176187756
24,6.705761125103531
25,8.496121001535077
26,8.10206662754885
27,6.978640048264637
28,8.73779402531214
29,8.304040805358687
30,7.156530218060437
31,7.0950708625078445
32,7.2821513127081285
33,7.871012532800674
34,6.896261015523118
35,7.522029854462302
36,6.966138709398653
37,7.114040876158819
38,7.176600303400258
39,7.322819660131194
40,7.542054336097833
41,6.880859377592322
42,6.758931303136336
43,7.503707413342632
44,6.7814493378918765
45,7.572263112637513
46,9.139536160821962
47,8.106020553213167
48,7.459456699968901
49,7.943854898561126
50,7.642347379451555
51,7.305597293426714
52,8.229337081936647
53,7.426830101037162
54,8.885291366599489
55,7.185472400784283
56,9.164967333297701
57,9.480573704728478
58,10.006914504045916
59,8.32650390829418
60,6.7242760110160935
61,7.727024116057859
62,6.851274740171934
63,6.519903937974664
64,6.8944641712030545
65,6.657112372077385
66,8.388033254128022
67,6.615243861715563
68,7.863968203024094
69,6.851301185612643
70,6.969991455789471
71,6.779922833277303
72,7.50299779311937
73,6.885918793259376
74,7.315363773261831
75,6.892910843383242
76,7.74570748387899
77,7.42385631657554
78,7.172067769043861
79,6.899452248790948
80,8.066281695267381
81,7.233414303494799
82,6.8553119939419345
83,8.302624334819793
84,6.9813728720375146
85,7.030655786246204
86,6.865434206412379
87,8.564182754179146
88,8.161854152080782
89,9.105752294060483
90,8.483883580450165
91,6.838086483326367
92,8.636742398580727
93,8.052160732563149
94,10.412192304812013
95,8.21452574196556
96,6.863884812000195
97,6.944172220985139
98,6.7331857809308655
99,7.626953180143768
100,9.29915365381206
101,6.906943886912294
102,7.071308508744304
103,7.669678333131217
104,7.729733608734951
105,9.289989491529337
106,7.034471611874261
107,8.175288247251013
108,7.992786654336984
109,6.618919753446332
110,9.43973248874828
111,8.895314286003313
112,7.504852351109873
113,8.033213344924482
114,8.284634029255031
