id,price
0,9.722223099479722
1,7.221253466226617
2,8.54139364678688
3,8.332275700661171
4,7.478285234011561
5,6.197693691668796
6,8.99280032746437
7,7.801489572973659
8,8.453184614680941
9,7.503516849573317
10,8.277051338104641
11,6.145290420504548
12,7.653317133295452
13,8.77894916663197
14,8.649681363043733
15,8.10379216014518
16,9.17254140443339
17,8.313712550095941
18,7.614140532293136
19,6.132868093016495
20,6.8382738556735445
21,9.487256424932266
22,6.06324070000882
23,8.309026757012347
24,6.648699219884819
25,8.915764699007163
26,8.520832991732048
27,6.672110501132834
28,9.130189968466256
29,8.588019800635855
30,7.03217007747527
31,7.0113972677766245
32,7.474713996726269
33,8.140840779483504
34,6.542211017322062
35,7.644348057922835
36,6.552996932620144
37,6.88161880659478
38,7.0600324459160255
39,7.556062029541331
40,7.762068566543759
41,6.625168207652169
42,6.556504068382983
43,7.617212215505151
44,6.5404074153052845
45,7.660994339264862
46,9.146736622966811
47,8.314069788470807
48,7.720980110480559
49,8.370410869759338
50,7.736001281889604
51,7.476129720508228
52,8.42371677124767
53,7.675942074151022
54,8.907116754184546
55,7.085205731837906
56,9.438043116591746
57,9.568013996513066
58,9.6994084737187
59,8.829613477948627
60,6.492308468696202
61,8.047550530507246
62,6.214798533984464
63,6.123096756645421
64,6.709599618961877
65,6.233465787298326
66,8.680629519966725
67,6.320372449147625
68,8.13678305350265
69,6.712294535123101
70,6.732799424562601
71,6.758772810650552
72,7.712571958133374
73,6.507026650447135
74,7.446160825617425
75,6.442839706645321
76,8.010252645535132
77,7.653884149479463
78,6.9969624215198385
79,6.641545425478663
80,8.27825275469409
81,7.064152739308924
82,6.520800910798524
83,8.716439951770504
84,6.771269526674493
85,6.592763073000006
86,6.783851396470064
87,8.700049382545012
88,8.586174375839516
89,9.077202390158822
90,8.716480052356527
91,6.4636967333550555
92,8.963920842205948
93,8.174703038513922
94,9.6514326158161
95,8.368551660019113
96,6.757962567352376
97,6.622338678125647
98,6.774491089695755
99,7.853749272977959
100,9.143917993246944
101,6.824004627577461
102,6.69873286035141
103,7.816003518825429
104,7.935227329254673
105,9.29225052813403
106,6.523398951893901
107,8.5127684620284
108,8.46706086183047
109,6.321007165507665
110,9.543034876665033
111,8.849010392926663
112,7.601759651358251
113,8.299942261313578
114,8.427471682776435
115,6.938986860561301
116,9.606943806470658
117,8.31072734843824
118,8.579640992126459
119,8.163229968947538
120,8.10776179750366
121,6.618162024685703
122,6.687963797138584
123,7.723972274185971
124,8.048818945468394
125,8.67001458119904
126,7.236134469454105
127,7.863108635389731
128,9.34505508808121
129,6.357032744424645
130,8.386369514322672
131,6.177925173052877
132,6.793444854632051
133,6.722313618542147
134,6.315232208400277
135,6.221477469058186
136,8.546474081655246
137,6.644865730230769
138,8.798247065410584
139,8.725153933210974
140,8.112077058784473
141,8.561421901471867
142,6.578028793123208
143,9.233516292355718
144,8.956942437397377
145,6.2695262386002435
146,9.064181729507885
147,9.663317515630082
148,9.631882506966614
149,7.967609229506785
150,7.23713994188681
151,6.20261907895172
152,9.220408821563554
153,6.860358369502566
154,9.612199010840724
155,7.12468097938933
156,6.852136546005177
157,6.411655291628851
158,6.519703656164774
159,8.349690272956787
160,6.470736544740389
161,7.773041110153591
162,8.540649262893348
163,8.071498404600174
164,7.672495993021737
165,6.113994027416011
166,8.548297587094208
167,7.150250308981937
168,6.798681716247607
169,6.7673391417292965
170,9.620031259909947
171,8.495955991723587
172,6.11212543751902
173,8.334467760929975
174,7.220783081090644
175,6.629903928953488
176,7.831490731645316
177,7.658853802072599
178,6.245364899627223
179,8.672009937425704
180,7.480174283658211
181,7.478531837109711
182,7.412298600343953
183,6.820936440330172
184,8.379830589900797
185,8.005740004936651
186,6.9412191843221684
187,8.272277212796645
188,9.729270451708839
189,7.422096259072274
190,6.683194360057607
191,7.1036707850776395
192,9.395476099608418
193,9.613168111736064
194,8.042521441693811
195,6.889964217272579
196,6.850400661206695
197,8.188144864373355
198,9.474233857548235
199,7.838019632833036
200,7.462586912837694
201,6.834852638236015
202,9.553371014949835
203,8.263284806816015
204,6.191555285254669
205,6.731152413617743
206,6.492533322319254
207,7.67733434734503
208,8.685668624931147
209,7.629409734809062
210,6.880752314007134
211,7.0620205639161036
212,7.731811738080816
213,8.55889203495683
214,8.03081811869464
215,8.392620933771953
216,7.865840302763065
217,8.069248812653141
218,6.104919215653641
219,8.19119507555431
220,6.455555622602597
221,6.205509255431322
222,6.036975550582183
223,8.823094294042352
224,6.774687471488163
225,8.542363069536993
226,6.039885572116076
227,8.42434375047859
228,8.43822188528496
229,7.15492572332809
230,8.536393799730789
231,8.434655253021843
232,6.536369419649451
233,6.811683303970771
234,7.528249192044594
235,8.999786062148152
236,7.7514345214858125
237,8.41725141568532
238,7.186687025214561
239,6.496382909885484
240,6.767775437342619
241,6.825282198021597
242,7.411766376165343
243,9.725647385012332
244,7.395498756435683
245,9.545992823100248
246,7.679574671630041
247,7.803200502743669
248,6.715716761153624
249,7.162845404824685
250,6.23633127673107
251,8.86953138858575
252,8.151661868788715
253,6.654025861989367
254,9.370148547984956
255,6.660893746848319
256,7.882295303413682
257,8.417384900684713
258,9.57928035589231
259,8.986726531389742
260,6.431570654265462
261,6.5415377514793205
262,8.50919336851945
263,9.520159273037525
264,9.212231737513711
265,9.44561473396194
266,7.62045812584136
267,9.52682071468396
268,6.84891574889498
269,7.352882664806336
270,8.95659930096894
271,6.79778159444161
272,7.080956589034471
273,6.826963239090407
274,6.870271701253561
275,8.499577220017319
276,7.761896408376748
277,7.558174063292909
278,9.35396163342615
279,8.872560057558871
280,7.723882922558698
281,7.98868113249672
282,8.16923170852677
283,6.661027668971096
284,6.690776174954128
285,8.72296748597386
286,9.581775241786673
287,7.5704597265442555
288,9.048592325793297
289,7.372608011199105
290,7.635962698342463
291,7.76534727879474
292,8.300628368425556
293,6.266469827070853
294,8.565876950031331
295,8.306234961496745
296,7.685099541012449
297,6.458536135285502
298,7.432037640163254
299,6.70098506429025
300,6.1162396796470775
301,8.783357453215661
302,7.012001289294834
303,8.276696374611843
304,8.566179679627622
305,8.153367021908382
306,6.399615445950172
307,9.34103524603189
308,7.683976995600313
309,8.5774031684957
310,7.755884273364017
311,8.031541966405618
312,8.87714417351483
313,6.855505089949212
314,6.834848281492345
315,7.398132427541874
316,9.57965069862969
317,7.79284289624306
318,7.960406017540575
319,9.026547245426784
320,6.24269675560034
321,7.017940978190292
322,6.9966421162298635
323,9.266405929693587
324,8.678844417038496
325,6.526124093836812
326,8.388784595603699
327,9.059608762220556
328,6.783184096018426
329,8.661419490278172
330,8.035350028494392
331,8.099030818465149
332,8.505958798662911
333,8.06980362235587
334,8.463191948134721
335,9.27442008497211
336,8.557367265292916
337,8.354938830087438
338,9.13045735944512
339,8.768655727231137
340,9.216169843346346
341,6.781230611530817
342,8.445684264824882
343,6.2098067364864304
344,6.780089242604038
345,8.89682093387158
346,8.580289207411472
347,8.772460195243951
348,7.9262669261163685
349,8.269616679834083
350,7.545073392202439
351,9.656487852624185
352,6.952648202371024
353,7.182707301434127
354,8.211746674392655
355,9.337231416815483
356,6.87799763739156
357,8.307893944356026
358,8.335055788296062
359,8.890049479557316
360,6.5284135857392025
361,7.537186226401977
362,9.449487091499806
363,9.09126260328667
364,8.096367976535205
365,7.506077872001109
366,9.164963881923178
367,7.083621408191949
368,6.2299826730726435
369,7.792769769295294
370,6.620518979151768
371,8.297314495475229
372,6.543150616591483
373,6.425350704364172
374,8.47600093008701
375,7.6778348884611125
376,7.098218724398674
377,9.16031634227852
378,6.7609203645620815
379,6.650807850921651
380,6.996469018827387
381,8.875174459317433
382,7.484475682133709
383,8.721863778739639
384,8.091021113601155
385,6.5628934229898075
386,8.78853006706617
387,7.771870206016221
388,6.492064434320603
389,8.339211511187347
390,9.127899977413927
391,8.078889855426999
392,8.845474157021998
393,8.106050460337162
394,7.486215794014863
395,6.751637243032465
396,9.124855459378502
397,8.805390037138196
398,7.402690152259497
399,7.154183975356237
400,9.34718263316269
401,6.886915262380197
402,8.798041405178479
403,8.48065595689596
404,6.302526213990442
405,6.675135433030916
406,6.669141642684065
407,8.499768330654952
408,6.620017993480178
409,7.905161067730105
410,7.118210891763357
411,6.619788736179598
412,6.4868541635149715
413,8.415017353300703
414,6.963132317426644
415,6.646461715914205
416,8.723935210072767
417,6.535485063432605
418,7.928167319790869
